awardyear,category,categoryfullname,sortorder,prizeamount,motivation,award_link,id,name,fullname,gender,laureate_link,birth_date,birth_citynow,birth_continent,birth_countryNow,birth_locationstring
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,700000,for their discoveries concerning the peptide hormone production of the brain,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1977,411,Roger Guillemin,Roger Guillemin,male,http://masterdataapi.nobelprize.org/2/laureate/411,11/01/1924,Dijon,Europe,France,"Dijon, France"
1937,Literature,The Nobel Prize in  Literature,1,158463,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1937,609,Roger Martin du Gard,Roger Martin du Gard,male,http://masterdataapi.nobelprize.org/2/laureate/609,1881-03-23,Neuilly-sur-Seine,Europe,France,"Neuilly-sur-Seine, France"
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1000000,for his discoveries concerning the functional specialization of the cerebral hemispheres,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1981,422,Roger W. Sperry,Roger W. Sperry,male,http://masterdataapi.nobelprize.org/2/laureate/422,20/08/1913,"Hartford, CT",North America,USA,"Hartford, CT, USA"
2008,Chemistry,The Nobel Prize in Chemistry,3,10000000,"for the discovery and development of the green fluorescent protein, GFP",https://masterdataapi.nobelprize.org/2/nobelPrize/che/2008,831,Roger Y. Tsien,Roger Y. Tsien,male,http://masterdataapi.nobelprize.org/2/laureate/831,1/02/1952,"New York, NY",North America,USA,"New York, NY, USA"
1996,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,7400000,for their discoveries concerning the specificity of the cell mediated immune defence,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1996,456,Rolf M. Zinkernagel,Rolf M. Zinkernagel,male,http://masterdataapi.nobelprize.org/2/laureate/456,6/01/1944,Basel,Europe,Switzerland,"Basel, Switzerland"
1915,Literature,The Nobel Prize in  Literature,1,149223,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1915,584,Romain Rolland,Romain Rolland,male,http://masterdataapi.nobelprize.org/2/laureate/584,1866-01-29,Clamecy,Europe,France,"Clamecy, France"
1967,Chemistry,The Nobel Prize in Chemistry,2,320000,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1967,234,Ronald G.W. Norrish,Ronald George Wreyford Norrish,male,http://masterdataapi.nobelprize.org/2/laureate/234,1897-11-09,Cambridge,Europe,United Kingdom,"Cambridge, United Kingdom"
1991,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,6000000,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1991,707,Ronald H. Coase,Ronald H. Coase,male,http://masterdataapi.nobelprize.org/2/laureate/707,29/12/1910,Willesden,Europe,United Kingdom,"Willesden, United Kingdom"
1902,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,141847,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1902,294,Ronald Ross,Ronald Ross,male,http://masterdataapi.nobelprize.org/2/laureate/294,1857-05-13,Almora,Asia,India,"Almora, India"
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,700000,for the development of radioimmunoassays of peptide hormones,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1977,413,Rosalyn Yalow,Rosalyn Yalow,female,http://masterdataapi.nobelprize.org/2/laureate/413,19/07/1921,"New York, NY",North America,USA,"New York, NY, USA"
2005,Physics,The Nobel Prize in Physics,1,10000000,for his contribution to the quantum theory of optical coherence,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2005,791,Roy J. Glauber,Roy J. Glauber,male,http://masterdataapi.nobelprize.org/2/laureate/791,1/09/1925,"New York, NY",North America,USA,"New York, NY, USA"
1908,Literature,The Nobel Prize in  Literature,1,139800,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1908,578,Rudolf Eucken,Rudolf Christoph Eucken,male,http://masterdataapi.nobelprize.org/2/laureate/578,1846-01-05,Aurich,Europe,Germany,"Aurich, East Friesland (now Germany)"
1961,Physics,The Nobel Prize in Physics,2,250233,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1961,76,Rudolf Mössbauer,Rudolf Ludwig Mössbauer,male,http://masterdataapi.nobelprize.org/2/laureate/76,31/01/1929,Munich,Europe,Germany,"Munich, Germany"
1992,Chemistry,The Nobel Prize in Chemistry,1,6500000,for his contributions to the theory of electron transfer reactions in chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1992,277,Rudolph A. Marcus,Rudolph A. Marcus,male,http://masterdataapi.nobelprize.org/2/laureate/277,21/07/1923,Montreal,North America,Canada,"Montreal, Canada"
1907,Literature,The Nobel Prize in  Literature,1,138796,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1907,577,Rudyard Kipling,Rudyard Kipling,male,http://masterdataapi.nobelprize.org/2/laureate/577,1865-12-30,Bombay,Asia,India,"Bombay, British India (now India)"
1993,Physics,The Nobel Prize in Physics,1,6700000,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1993,143,Russell A. Hulse,Russell A. Hulse,male,http://masterdataapi.nobelprize.org/2/laureate/143,28/11/1950,"New York, NY",North America,USA,"New York, NY, USA"
2001,Chemistry,The Nobel Prize in Chemistry,2,10000000,for their work on chirally catalysed hydrogenation reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2001,742,Ryoji Noyori,Ryoji Noyori,male,http://masterdataapi.nobelprize.org/2/laureate/742,3/09/1938,Kobe,Asia,Japan,"Kobe, Japan"
1960,Literature,The Nobel Prize in  Literature,1,225987,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1960,631,Saint-John Perse,Saint-John Perse,male,http://masterdataapi.nobelprize.org/2/laureate/631,1887-05-31,Pointe-à-Pitre,North America,Guadeloupe Island,"Pointe-à-Pitre, Guadeloupe Island"
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,375000,for their discoveries concerning the replication mechanism and the genetic structure of viruses,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1969,393,Salvador E. Luria,Salvador E. Luria,male,http://masterdataapi.nobelprize.org/2/laureate/393,13/08/1912,Torino,Europe,Italy,"Torino, Italy"
1959,Literature,The Nobel Prize in  Literature,1,220678,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1959,630,Salvatore Quasimodo,Salvatore Quasimodo,male,http://masterdataapi.nobelprize.org/2/laureate/630,20/08/1901,Modica,Europe,Italy,"Modica, Italy"
1969,Literature,The Nobel Prize in  Literature,1,375000,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1969,643,Samuel Beckett,Samuel Beckett,male,http://masterdataapi.nobelprize.org/2/laureate/643,13/04/1906,Dublin,Europe,Ireland,"Dublin, Ireland"
1976,Physics,The Nobel Prize in Physics,2,681000,for their pioneering work in the discovery of a heavy elementary particle of a new kind,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1976,106,Samuel C.C. Ting,Samuel Chao Chung Ting,male,http://masterdataapi.nobelprize.org/2/laureate/106,27/01/1936,"Ann Arbor, MI",North America,USA,"Ann Arbor, MI, USA"
1906,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,138536,in recognition of their work on the structure of the nervous system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1906,299,Santiago Ramón y Cajal,Santiago Ramón y Cajal,male,http://masterdataapi.nobelprize.org/2/laureate/299,1852-05-01,Petilla de Aragón,Europe,Spain,"Petilla de Aragón, Spain"
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,8000000,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2015,917,Satoshi &#332;mura,Satoshi &#332;mura,male,http://masterdataapi.nobelprize.org/2/laureate/917,12/07/1935,Yamanashi Prefecture,Asia,Japan,"Yamanashi Prefecture, Japan"
1976,Literature,The Nobel Prize in  Literature,1,681000,for the human understanding and subtle analysis of contemporary culture that are combined in his work,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1976,652,Saul Bellow,Saul Bellow,male,http://masterdataapi.nobelprize.org/2/laureate/652,10/06/1915,Montreal,North America,Canada,"Montreal, Canada"
2011,Physics,The Nobel Prize in Physics,1,10000000,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,864,Saul Perlmutter,Saul Perlmutter,male,http://masterdataapi.nobelprize.org/2/laureate/864,1959-00-00,"Champaign-Urbana, IL",North America,USA,"Champaign-Urbana, IL, USA"
1995,Literature,The Nobel Prize in  Literature,1,7200000,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1995,672,Seamus Heaney,Seamus Heaney,male,http://masterdataapi.nobelprize.org/2/laureate/672,13/04/1939,Casteldàwson,Europe,Northern Ireland,"Casteldàwson, Northern Ireland"
1974,Peace,The Nobel Peace Prize,1,550000,for his efforts to secure and develop human rights throughout the world,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1974,532,Seán MacBride,Seán MacBride,male,http://masterdataapi.nobelprize.org/2/laureate/532,26/01/1904,Paris,Europe,France,"Paris, France"
1909,Literature,The Nobel Prize in  Literature,1,139800,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1909,579,Selma Lagerlöf,Selma Ottilia Lovisa Lagerlöf,female,http://masterdataapi.nobelprize.org/2/laureate/579,1858-11-20,Mårbacka,Europe,Sweden,"Mårbacka, Sweden"
1952,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,171135,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1952,353,Selman A. Waksman,Selman Abraham Waksman,male,http://masterdataapi.nobelprize.org/2/laureate/353,1888-07-22,Nova Pryluka,Europe,Ukraine,"Priluka, Russian Empire (now Nova Pryluka, Ukraine)"
2012,Physics,The Nobel Prize in Physics,1,8000000,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2012,876,Serge Haroche,Serge Haroche,male,http://masterdataapi.nobelprize.org/2/laureate/876,11/09/1944,Casablanca,Africa,Morocco,"Casablanca, Morocco"
1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,220678,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1959,367,Severo Ochoa,Severo Ochoa,male,http://masterdataapi.nobelprize.org/2/laureate/367,24/09/1905,Luarca,Europe,Spain,"Luarca, Spain"
1979,Physics,The Nobel Prize in Physics,1,800000,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1979,113,Sheldon Glashow,Sheldon Lee Glashow,male,http://masterdataapi.nobelprize.org/2/laureate/113,5/12/1932,"New York, NY",North America,USA,"New York, NY, USA"
1994,Peace,The Nobel Peace Prize,2,7000000,for their efforts to create peace in the Middle East,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1994,558,Shimon Peres,Shimon Peres,male,http://masterdataapi.nobelprize.org/2/laureate/558,16/08/1923,Vishneva,Europe,Belarus,"Vishneva, Poland (now Belarus)"
2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,8000000,for the discovery that mature cells can be reprogrammed to become pluripotent,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2012,875,Shinya Yamanaka,Shinya Yamanaka,male,http://masterdataapi.nobelprize.org/2/laureate/875,4/09/1962,Osaka,Asia,Japan,"Osaka, Japan"
2003,Peace,The Nobel Peace Prize,1,10000000,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2003,773,Shirin Ebadi,Shirin Ebadi,female,http://masterdataapi.nobelprize.org/2/laureate/773,21/06/1947,Hamadan,Asia,Iran,"Hamadan, Iran"
1966,Literature,The Nobel Prize in  Literature,1,300000,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1966,639,Shmuel Agnon,Shmuel Yosef Agnon,male,http://masterdataapi.nobelprize.org/2/laureate/639,1888-07-17,Buchach,Europe,Ukraine,"Buczacz, Austria-Hungary (now Buchach, Ukraine)"
2014,Physics,The Nobel Prize in Physics,3,8000000,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2014,908,Shuji Nakamura,Shuji Nakamura,male,http://masterdataapi.nobelprize.org/2/laureate/908,22/05/1954,Ikata,Asia,Japan,"Ikata, Japan"
1989,Chemistry,The Nobel Prize in Chemistry,1,3000000,for their discovery of catalytic properties of RNA,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1989,273,Sidney Altman,Sidney Altman,male,http://masterdataapi.nobelprize.org/2/laureate/273,7/05/1939,Montreal,North America,Canada,"Montreal, Canada"
1928,Literature,The Nobel Prize in  Literature,1,156939,principally for her powerful descriptions of Northern life during the Middle Ages,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1928,601,Sigrid Undset,Sigrid Undset,female,http://masterdataapi.nobelprize.org/2/laureate/601,1882-05-20,Kalundborg,Europe,Denmark,"Kalundborg, Denmark"
1971,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,450000,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1971,680,Simon Kuznets,Simon Kuznets,male,http://masterdataapi.nobelprize.org/2/laureate/680,30/04/1901,Pinsk,Europe,Belarus,"Pinsk, Russian Empire (now Belarus)"
1984,Physics,The Nobel Prize in Physics,2,1650000,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1984,125,Simon van der Meer,Simon van der Meer,male,http://masterdataapi.nobelprize.org/2/laureate/125,24/11/1925,the Hague,Europe,the Netherlands,"the Hague, the Netherlands"
1965,Physics,The Nobel Prize in Physics,1,282000,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1965,84,Sin-Itiro Tomonaga,Sin-Itiro Tomonaga,male,http://masterdataapi.nobelprize.org/2/laureate/84,31/03/1906,Kyoto,Asia,Japan,"Kyoto, Japan"
1930,Literature,The Nobel Prize in  Literature,1,172947,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1930,603,Sinclair Lewis,Sinclair Lewis,male,http://masterdataapi.nobelprize.org/2/laureate/603,1885-02-07,"Sauk Centre, MN",North America,USA,"Sauk Centre, MN, USA"
1945,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,121333,for the discovery of penicillin and its curative effect in various infectious diseases,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1945,339,Sir Alexander Fleming,Sir Alexander Fleming,male,http://masterdataapi.nobelprize.org/2/laureate/339,1881-08-06,Lochfield,Europe,Scotland,"Lochfield, Scotland"
1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,800000,for their pioneering research into economic development research with particular consideration of the problems of developing countries,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1979,693,Sir Arthur Lewis,Sir Arthur Lewis,male,http://masterdataapi.nobelprize.org/2/laureate/693,23/01/1915,Castries,North America,Saint Lucia,"Castries, British West Indies (now Saint Lucia)"
1925,Peace,The Nobel Peace Prize,1,118165,for his crucial role in bringing about the Locarno Treaty,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1925,488,Sir Austen Chamberlain,Sir Austen Chamberlain,male,http://masterdataapi.nobelprize.org/2/laureate/488,1863-10-16,Birmingham,Europe,United Kingdom,"Birmingham, United Kingdom"
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,400000,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1970,394,Sir Bernard Katz,Sir Bernard Katz,male,http://masterdataapi.nobelprize.org/2/laureate/394,26/03/1911,Leipzig,Europe,Germany,"Leipzig, Germany"
1930,Physics,The Nobel Prize in Physics,1,172947,for his work on the scattering of light and for the discovery of the effect named after him,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1930,37,Sir Chandrasekhara Venkata Raman,Sir Chandrasekhara Venkata Raman,male,http://masterdataapi.nobelprize.org/2/laureate/37,1888-11-07,Tiruchirappalli,Asia,India,"Tiruchirappalli, India"
1932,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,171753,for their discoveries regarding the functions of neurons,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1932,323,Sir Charles Sherrington,Sir Charles Scott Sherrington,male,http://masterdataapi.nobelprize.org/2/laureate/323,1857-11-27,London,Europe,United Kingdom,"London, United Kingdom"
1956,Chemistry,The Nobel Prize in Chemistry,1,200123,for their researches into the mechanism of chemical reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1956,219,Sir Cyril Hinshelwood,Sir Cyril Norman Hinshelwood,male,http://masterdataapi.nobelprize.org/2/laureate/219,1897-05-19,London,Europe,United Kingdom,"London, United Kingdom"
1960,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,225987,for discovery of acquired immunological tolerance,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1960,369,Sir Frank Macfarlane Burnet,Sir Frank Macfarlane Burnet,male,http://masterdataapi.nobelprize.org/2/laureate/369,1899-09-03,Traralgon,Oceania,Australia,"Traralgon, Australia"
1929,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,172760,for his discovery of the growth-stimulating vitamins,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1929,320,Sir Frederick Hopkins,Sir Frederick Gowland Hopkins,male,http://masterdataapi.nobelprize.org/2/laureate/320,1861-06-20,Eastbourne,Europe,United Kingdom,"Eastbourne, United Kingdom"
2018,Chemistry,The Nobel Prize in Chemistry,3,9000000,for the phage display of peptides and antibodies,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2018,965,Sir Gregory P. Winter,Sir Gregory P. Winter,male,http://masterdataapi.nobelprize.org/2/laureate/965,14/04/1951,Leicester,Europe,United Kingdom,"Leicester, United Kingdom"
1996,Chemistry,The Nobel Prize in Chemistry,2,7400000,for their discovery of fullerenes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1996,285,Sir Harold Kroto,Sir Harold W. Kroto,male,http://masterdataapi.nobelprize.org/2/laureate/285,7/10/1939,Wisbech,Europe,United Kingdom,"Wisbech, United Kingdom"
1936,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,159850,for their discoveries relating to chemical transmission of nerve impulses,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1936,330,Sir Henry Dale,Sir Henry Hallett Dale,male,http://masterdataapi.nobelprize.org/2/laureate/330,1875-06-09,London,Europe,United Kingdom,"London, United Kingdom"
1945,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,121333,for the discovery of penicillin and its curative effect in various infectious diseases,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1945,341,Sir Howard Florey,Sir Howard Walter Florey,male,http://masterdataapi.nobelprize.org/2/laureate/341,1898-09-24,Adelaide,Oceania,Australia,"Adelaide, Australia"
2016,Chemistry,The Nobel Prize in Chemistry,2,8000000,for the design and synthesis of molecular machines,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2016,932,Sir J. Fraser Stoddart,Sir J. Fraser Stoddart,male,http://masterdataapi.nobelprize.org/2/laureate/932,24/05/1942,Edinburgh,Europe,United Kingdom,"Edinburgh, United Kingdom"
1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,2500000,for their discoveries of important principles for drug treatment,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1988,437,Sir James W. Black,Sir James W. Black,male,http://masterdataapi.nobelprize.org/2/laureate/437,14/06/1924,Uddingston,Europe,Scotland,"Uddingston, Scotland"
2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,8000000,for the discovery that mature cells can be reprogrammed to become pluripotent,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2012,874,Sir John B. Gurdon,Sir John B. Gurdon,male,http://masterdataapi.nobelprize.org/2/laureate/874,2/10/1933,Dippenhall,Europe,United Kingdom,"Dippenhall, United Kingdom"
1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,265000,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1963,375,Sir John Eccles,Sir John Carew Eccles,male,http://masterdataapi.nobelprize.org/2/laureate/375,27/01/1903,Melbourne,Oceania,Australia,"Melbourne, Australia"
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,10000000,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2007,812,Sir Martin J. Evans,Sir Martin J. Evans,male,http://masterdataapi.nobelprize.org/2/laureate/812,1/01/1941,Stroud,Europe,United Kingdom,"Stroud, United Kingdom"
1977,Physics,The Nobel Prize in Physics,2,700000,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1977,108,Sir Nevill F. Mott,Sir Nevill Francis Mott,male,http://masterdataapi.nobelprize.org/2/laureate/108,30/09/1905,Leeds,Europe,United Kingdom,"Leeds, United Kingdom"
1933,Peace,The Nobel Peace Prize,1,170332,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1933,498,Sir Norman Angell,Sir Norman Angell (Ralph Lane),male,http://masterdataapi.nobelprize.org/2/laureate/498,1872-12-26,Holbeach,Europe,United Kingdom,"Holbeach, United Kingdom"
2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,10000000,for their discoveries of key regulators of the cell cycle,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2001,737,Sir Paul Nurse,Sir Paul M. Nurse,male,http://masterdataapi.nobelprize.org/2/laureate/737,25/01/1949,Norwich,Europe,United Kingdom,"Norwich, United Kingdom"
2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,9000000,for their discoveries of how cells sense and adapt to oxygen availability,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2019,971,Sir Peter J. Ratcliffe,Sir Peter J. Ratcliffe,male,http://masterdataapi.nobelprize.org/2/laureate/971,14/05/1954,Lancashire,Europe,United Kingdom,"Lancashire, United Kingdom"
2003,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,10000000,for their discoveries concerning magnetic resonance imaging,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2003,765,Sir Peter Mansfield,Sir Peter Mansfield,male,http://masterdataapi.nobelprize.org/2/laureate/765,9/10/1933,London,Europe,United Kingdom,"London, United Kingdom"
1947,Chemistry,The Nobel Prize in Chemistry,1,146115,"for his investigations on plant products of biological importance, especially the alkaloids",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1947,207,Sir Robert Robinson,Sir Robert Robinson,male,http://masterdataapi.nobelprize.org/2/laureate/207,1886-09-13,"Rufford, near Chesterfield",Europe,United Kingdom,"Rufford, near Chesterfield, United Kingdom"
1904,Chemistry,The Nobel Prize in Chemistry,1,140859,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1904,163,Sir William Ramsay,Sir William Ramsay,male,http://masterdataapi.nobelprize.org/2/laureate/163,1852-10-02,Glasgow,Europe,Scotland,"Glasgow, Scotland"
1972,Chemistry,The Nobel Prize in Chemistry,2,480000,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1972,242,Stanford Moore,Stanford Moore,male,http://masterdataapi.nobelprize.org/2/laureate/242,4/09/1913,"Chicago, IL",North America,USA,"Chicago, IL, USA"
1997,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,7500000,for his discovery of Prions - a new biological principle of infection,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1997,457,Stanley B. Prusiner,Stanley B. Prusiner,male,http://masterdataapi.nobelprize.org/2/laureate/457,28/05/1942,"Des Moines, IA",North America,USA,"Des Moines, IA, USA"
1986,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,2000000,for their discoveries of growth factors,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1986,434,Stanley Cohen,Stanley Cohen,male,http://masterdataapi.nobelprize.org/2/laureate/434,17/11/1922,"Brooklyn, NY",North America,USA,"Brooklyn, NY, USA"
2014,Chemistry,The Nobel Prize in Chemistry,2,8000000,for the development of super-resolved fluorescence microscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2014,910,Stefan W. Hell,Stefan W. Hell,male,http://masterdataapi.nobelprize.org/2/laureate/910,23/12/1962,Arad,Europe,Romania,"Arad, Romania"
1997,Physics,The Nobel Prize in Physics,1,7500000,for development of methods to cool and trap atoms with laser light,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1997,152,Steven Chu,Steven Chu,male,http://masterdataapi.nobelprize.org/2/laureate/152,28/02/1948,"St. Louis, MO",North America,USA,"St. Louis, MO, USA"
1979,Physics,The Nobel Prize in Physics,3,800000,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1979,115,Steven Weinberg,Steven Weinberg,male,http://masterdataapi.nobelprize.org/2/laureate/115,3/05/1933,"New York, NY",North America,USA,"New York, NY, USA"
1983,Physics,The Nobel Prize in Physics,1,1500000,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1983,122,Subramanyan Chandrasekhar,Subramanyan Chandrasekhar,male,http://masterdataapi.nobelprize.org/2/laureate/122,19/10/1910,Lahore,Asia,Pakistan,"Lahore, India (now Pakistan)"
